age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,dayofweek_encoded,poutcome_encoded
41,5,-1,0,1.4,93.444,-36.1,4.964,5228.1,0,0,6,1,0,0,1,4,1
29,3,-1,1,-1.8,92.893,-46.2,1.281,5099.1,1,1,2,0,0,0,6,4,0
41,2,6,1,-1.1,94.767,-50.8,1.039,4963.6,9,1,5,0,0,0,7,1,2
34,2,-1,1,-1.8,92.893,-46.2,1.344,5099.1,9,2,5,0,0,0,6,3,0
53,2,-1,0,1.4,93.918,-42.7,4.961,5228.1,1,0,0,1,0,0,3,3,1
34,2,-1,0,-2.9,92.963,-40.8,1.268,5076.2,0,2,3,0,0,0,4,0,1
98,1,2,2,-3.4,92.431,-26.9,0.73,5017.5,5,1,0,1,0,0,8,0,2
33,3,-1,0,-3.4,92.431,-26.9,0.733,5017.5,7,1,3,1,0,0,8,2,1
26,1,-1,0,-2.9,92.963,-40.8,1.262,5076.2,9,0,6,0,0,0,4,3,1
57,2,6,2,-1.1,94.199,-37.5,0.883,4963.6,4,1,6,0,0,0,9,0,2
33,3,-1,0,-2.9,92.963,-40.8,1.262,5076.2,0,2,6,1,0,0,4,3,1
34,1,3,2,-3.4,92.649,-30.1,0.714,5017.5,0,2,6,1,0,0,7,2,2
25,4,-1,0,-1.8,93.369,-34.8,0.655,5008.7,1,2,1,0,0,0,5,3,1
49,2,-1,3,-1.8,93.749,-34.6,0.644,5008.7,0,1,6,1,1,0,0,3,0
39,1,-1,0,1.4,93.918,-42.7,4.962,5228.1,1,1,1,0,0,0,3,3,1
38,1,6,1,-3.4,92.431,-26.9,0.735,5017.5,0,1,6,1,0,0,8,4,2
30,1,6,2,-1.7,94.215,-40.3,0.846,4991.6,0,2,6,0,0,0,3,2,2
75,1,-1,1,-1.8,93.075,-47.1,1.405,5099.1,5,1,0,0,0,0,0,3,0
34,1,6,2,-1.8,93.369,-34.8,0.652,5008.7,0,2,3,0,0,0,5,3,2
31,1,-1,0,-2.9,92.963,-40.8,1.262,5076.2,4,1,6,1,0,0,4,3,1
32,2,-1,0,-1.8,93.075,-47.1,1.365,5099.1,8,1,3,0,0,0,0,2,1
60,1,-1,1,-1.1,94.199,-37.5,0.886,4963.6,0,0,5,1,0,0,9,4,0
28,3,-1,0,-2.9,92.963,-40.8,1.268,5076.2,8,2,3,1,0,0,4,0,1
49,3,3,1,-3.4,92.379,-29.8,0.773,5017.5,0,0,6,1,0,0,9,0,2
61,1,3,1,-3.4,92.379,-29.8,0.753,5017.5,5,1,3,1,0,0,9,4,2
25,5,-1,0,-1.8,92.893,-46.2,1.266,5099.1,7,2,3,0,0,0,6,2,1
29,2,6,1,-1.7,94.215,-40.3,0.861,4991.6,0,2,3,1,0,0,3,0,2
37,1,6,4,-1.1,94.767,-50.8,1.044,4963.6,9,2,5,1,0,0,7,4,2
56,2,3,2,-3.4,92.379,-29.8,0.778,5017.5,0,1,6,1,0,0,9,2,2
38,2,-1,0,-1.8,93.876,-40,0.699,5008.7,0,2,2,0,0,0,6,2,1
40,8,-1,0,1.4,93.444,-36.1,4.964,5228.1,9,1,5,1,0,0,1,4,1
29,2,-1,0,-1.8,92.843,-50,1.614,5099.1,9,2,5,0,0,0,5,3,1
35,6,-1,0,-2.9,92.963,-40.8,1.26,5076.2,2,0,6,1,0,1,4,1,1
50,1,-1,0,1.1,93.994,-36.4,4.857,5191,7,1,0,1,0,1,6,4,1
39,1,-1,0,-1.8,92.893,-46.2,1.344,5099.1,1,1,2,1,1,0,6,3,1
20,2,-1,0,-2.9,92.963,-40.8,1.268,5076.2,8,2,3,1,0,0,4,0,1
34,1,-1,1,-1.8,92.893,-46.2,1.299,5099.1,9,1,5,1,0,0,6,1,0
34,1,-1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,3,0,0,1,4,4,1
31,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,0,2,3,1,0,0,3,4,1
88,3,-1,0,-1.8,92.843,-50,1.663,5099.1,5,0,0,1,0,0,5,4,1
82,1,-1,0,-3.4,92.431,-26.9,0.744,5017.5,5,1,6,1,0,0,8,3,1
33,4,-1,1,-1.8,92.893,-46.2,1.244,5099.1,2,2,6,0,0,0,6,1,0
25,5,-1,0,-1.8,92.893,-46.2,1.266,5099.1,7,2,3,0,0,0,6,2,1
30,1,-1,0,-1.8,92.893,-46.2,1.281,5099.1,2,1,6,0,0,0,6,4,1
36,1,-1,0,-2.9,92.201,-31.4,0.859,5076.2,0,2,6,0,0,0,1,3,1
31,2,-1,0,1.4,93.444,-36.1,4.967,5228.1,4,1,6,1,1,0,1,4,1
80,1,-1,0,-1.8,93.369,-34.8,0.635,5008.7,5,1,0,1,0,0,5,2,1
58,1,6,1,-1.1,94.199,-37.5,0.878,4963.6,0,1,3,0,0,0,9,2,2
33,2,12,2,-1.7,94.055,-39.8,0.767,4991.6,7,1,3,1,0,0,4,4,2
76,5,-1,0,-1.7,94.055,-39.8,0.702,4991.6,3,1,0,0,0,0,4,3,1
74,1,13,1,-2.9,92.201,-31.4,0.854,5076.2,5,0,0,1,0,0,1,4,2
34,1,-1,0,-1.8,93.369,-34.8,0.652,5008.7,0,2,6,0,1,0,5,3,1
36,3,-1,0,1.1,93.994,-36.4,4.86,5191,0,2,6,0,0,1,6,2,1
30,3,-1,0,1.4,93.444,-36.1,4.965,5228.1,9,0,6,0,0,0,1,1,1
88,1,-1,0,-1.8,92.843,-50,1.663,5099.1,5,0,0,1,0,0,5,4,1
24,1,10,1,-1.8,92.893,-46.2,1.281,5099.1,0,1,2,1,0,0,6,4,2
28,5,-1,0,-3.4,92.649,-30.1,0.715,5017.5,0,1,3,1,0,0,7,3,1
76,2,6,2,-1.8,93.876,-40,0.684,5008.7,5,1,0,1,0,0,6,0,2
29,2,1,1,-1.1,94.767,-50.8,1.046,4963.6,9,2,5,0,0,0,7,3,2
28,3,6,2,-1.7,94.055,-39.8,0.729,4991.6,4,2,6,1,0,0,4,2,2
65,3,6,1,-1.8,92.893,-46.2,1.354,5099.1,4,1,6,0,0,1,6,1,2
47,2,-1,0,-1.8,93.075,-47.1,1.405,5099.1,3,2,5,1,0,0,0,3,1
29,4,-1,0,-1.8,92.893,-46.2,1.327,5099.1,0,2,2,1,0,0,6,2,1
60,2,-1,0,-1.1,94.199,-37.5,0.884,4963.6,5,1,6,0,0,0,9,2,1
20,1,-1,3,-1.8,93.749,-34.6,0.645,5008.7,8,2,3,0,0,0,0,1,0
41,1,-1,0,-2.9,92.201,-31.4,0.881,5076.2,7,2,6,1,0,0,1,0,1
25,2,3,1,-2.9,92.963,-40.8,1.262,5076.2,1,2,5,1,0,0,4,3,2
60,1,-1,0,-2.9,92.201,-31.4,0.879,5076.2,5,1,6,0,0,0,1,4,1
37,1,-1,0,1.4,93.444,-36.1,4.967,5228.1,0,1,6,0,0,0,1,4,1
20,1,-1,1,-2.9,92.201,-31.4,0.879,5076.2,8,2,0,1,0,0,1,4,0
27,5,-1,0,1.4,93.918,-42.7,4.961,5228.1,0,2,5,0,0,0,3,3,1
47,1,-1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,3,1,0,1,4,2,1
42,1,7,3,-1.8,93.369,-34.8,0.652,5008.7,1,1,1,1,1,0,5,3,0
33,1,-1,0,-1.8,92.893,-46.2,1.313,5099.1,7,1,3,1,0,0,6,0,1
57,1,-1,0,-2.9,92.201,-31.4,0.873,5076.2,0,2,3,1,0,0,1,2,1
36,2,-1,0,-1.8,92.893,-46.2,1.313,5099.1,7,2,2,1,0,0,6,0,1
44,3,-1,0,1.4,93.918,-42.7,4.96,5228.1,2,1,1,0,0,0,3,1,1
38,1,-1,0,1.4,94.465,-41.8,4.961,5228.1,0,2,6,0,0,1,4,3,1
33,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,0,1,0,0,0,1
31,2,-1,0,1.1,93.994,-36.4,4.856,5191,7,1,2,0,0,1,6,3,1
51,1,6,4,-1.7,94.027,-38.3,0.903,4991.6,1,1,2,1,0,0,1,4,2
29,1,3,1,-3.4,92.649,-30.1,0.715,5017.5,0,2,6,0,1,0,7,4,2
52,1,3,5,-1.8,93.876,-40,0.677,5008.7,0,1,6,1,1,0,6,2,2
44,1,-1,0,1.4,93.918,-42.7,4.962,5228.1,7,0,3,1,1,0,3,1,1
23,1,-1,0,-1.1,94.199,-37.5,0.879,4963.6,8,2,2,1,0,0,9,2,1
38,3,-1,0,1.4,94.465,-41.8,4.959,5228.1,1,1,2,0,0,1,4,0,1
53,1,-1,1,-2.9,92.201,-31.4,0.821,5076.2,0,1,6,1,0,0,1,1,0
70,1,3,1,-3.4,92.379,-29.8,0.77,5017.5,0,1,0,1,1,0,9,3,2
28,3,-1,1,-2.9,92.201,-31.4,0.869,5076.2,10,1,5,1,0,0,1,0,0
39,4,-1,0,1.4,94.465,-41.8,4.864,5228.1,0,1,3,1,0,1,4,4,1
32,1,-1,0,1.4,93.918,-42.7,4.957,5228.1,7,2,5,1,0,0,3,0,1
56,1,-1,0,-3,92.713,-33,0.714,5023.5,5,1,0,0,0,0,2,2,1
30,1,-1,0,-0.1,93.798,-40.4,5.045,5195.8,2,1,6,0,0,1,8,0,1
39,2,-1,0,-1.1,94.199,-37.5,0.877,4963.6,4,1,6,1,1,0,9,3,1
37,2,-1,0,1.4,93.918,-42.7,4.963,5228.1,0,1,3,1,1,1,3,4,1
71,4,3,2,-1.8,93.876,-40,0.684,5008.7,0,1,0,1,1,0,6,0,2
65,2,3,2,-3.4,92.649,-30.1,0.714,5017.5,5,2,6,0,0,0,7,2,2
33,1,1,1,-2.9,92.201,-31.4,0.854,5076.2,0,2,6,1,0,0,1,4,2
43,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,1,2,2,1,0,0,3,2,1
54,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,0,3,1
31,4,-1,0,-2.9,92.963,-40.8,1.26,5076.2,7,1,3,0,0,0,4,4,1
35,4,-1,0,-1.8,92.843,-50,1.811,5099.1,0,1,6,1,0,0,5,1,1
25,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,0,1,0,0,1,1
45,4,-1,0,-3.4,92.379,-29.8,0.797,5017.5,3,2,0,0,0,1,9,1,1
30,5,-1,0,-1.8,93.876,-40,0.684,5008.7,0,2,3,1,0,0,6,0,1
57,1,-1,0,-1.8,93.075,-47.1,1.41,5099.1,9,1,6,1,0,0,0,2,1
40,2,-1,0,1.4,93.918,-42.7,4.963,5228.1,10,0,6,1,0,0,3,4,1
29,2,-1,2,-2.9,92.963,-40.8,1.26,5076.2,7,2,3,1,1,0,4,4,0
43,4,-1,0,1.4,93.918,-42.7,4.961,5228.1,7,2,3,0,0,0,3,3,1
27,1,-1,0,-1.8,92.893,-46.2,1.259,5099.1,0,2,6,1,0,0,6,0,1
33,1,-1,0,-1.1,94.199,-37.5,0.876,4963.6,9,1,6,0,0,0,9,4,1
31,4,-1,1,-1.7,94.215,-40.3,0.899,4991.6,9,2,6,0,0,0,3,2,0
35,2,-1,0,-0.1,93.2,-42,4.191,5195.8,1,1,3,0,0,0,7,1,1
35,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,0,0,3,2,1
45,1,-1,0,1.1,93.994,-36.4,4.857,5191,1,1,2,1,0,1,6,1,1
45,1,-1,0,1.1,93.994,-36.4,4.86,5191,6,1,1,0,0,1,6,2,1
25,1,-1,0,-2.9,92.201,-31.4,0.861,5076.2,0,2,6,0,0,0,1,1,1
33,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,1,2,1,0,0,0,3,2,1
53,2,-1,0,-3.4,92.649,-30.1,0.715,5017.5,0,1,6,1,0,0,7,3,1
33,3,-1,0,-1.8,93.075,-47.1,1.498,5099.1,1,1,1,1,0,0,0,4,1
45,5,-1,0,1.4,93.444,-36.1,4.968,5228.1,1,1,2,1,0,0,1,2,1
57,4,-1,0,1.4,93.918,-42.7,4.957,5228.1,5,0,0,0,0,0,3,0,1
45,1,-1,0,-0.1,93.2,-42,4.076,5195.8,4,1,5,0,0,0,7,2,1
67,1,-1,0,-1.8,93.075,-47.1,1.415,5099.1,5,1,5,1,0,0,0,4,1
76,2,4,2,-3,92.713,-33,0.712,5023.5,5,1,6,1,1,0,2,2,2
30,1,-1,0,1.4,94.465,-41.8,4.865,5228.1,7,0,2,0,0,1,4,1,1
37,9,-1,0,1.4,94.465,-41.8,4.96,5228.1,4,1,6,0,0,1,4,1,1
35,12,-1,0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,0,1,1,1
33,3,-1,0,-1.8,92.893,-46.2,1.334,5099.1,9,1,6,0,0,0,6,4,1
41,1,6,3,-1.1,94.199,-37.5,0.879,4963.6,10,1,3,0,0,0,9,4,2
32,1,-1,0,-2.9,92.963,-40.8,1.266,5076.2,9,2,6,0,0,0,4,1,1
32,3,-1,0,-1.8,92.843,-50,1.687,5099.1,4,2,6,1,0,0,5,3,1
31,1,-1,0,1.1,93.994,-36.4,4.86,5191,0,0,3,0,0,1,6,2,1
24,1,-1,0,-2.9,92.201,-31.4,0.849,5076.2,8,2,3,0,0,0,1,0,1
53,1,-1,0,-1.8,93.369,-34.8,0.654,5008.7,0,0,6,0,0,0,5,2,1
33,4,-1,1,-1.8,92.843,-50,1.602,5099.1,1,2,3,1,0,0,5,4,0
37,1,-1,0,-1.8,93.075,-47.1,1.365,5099.1,6,2,6,1,0,0,0,2,1
31,1,-1,0,1.1,93.994,-36.4,4.864,5191,7,1,3,0,0,1,6,0,1
33,3,-1,0,-1.8,93.075,-47.1,1.372,5099.1,0,2,3,1,0,0,0,4,1
27,1,-1,0,-3.4,92.379,-29.8,0.781,5017.5,0,2,6,0,0,0,9,4,1
33,9,-1,0,1.4,93.918,-42.7,4.957,5228.1,9,1,3,1,0,0,3,0,1
23,1,-1,1,-2.9,92.469,-33.6,1.044,5076.2,8,2,3,0,0,0,3,3,0
57,4,-1,0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,1,0,0,1,4,1
62,1,-1,2,-1.1,94.767,-50.8,1.031,4963.6,5,1,6,1,0,0,7,2,0
39,2,-1,0,1.1,93.994,-36.4,4.857,5191,4,1,6,0,0,1,6,1,1
65,1,3,1,-1.1,94.601,-49.5,0.977,4963.6,5,1,0,1,1,0,8,1,2
55,1,-1,0,-2.9,92.201,-31.4,0.825,5076.2,2,0,2,1,0,0,1,0,1
65,3,-1,0,-1.8,93.369,-34.8,0.636,5008.7,3,0,0,0,0,0,5,0,1
31,1,2,5,-1.1,94.767,-50.8,1.048,4963.6,0,2,6,1,0,0,7,4,2
55,1,-1,0,-0.1,93.2,-42,4.191,5195.8,1,1,2,0,0,0,7,1,1
29,3,-1,0,-2.9,92.201,-31.4,0.869,5076.2,1,2,1,0,0,0,1,0,1
42,1,13,1,-2.9,92.201,-31.4,0.869,5076.2,4,1,6,1,0,0,1,0,2
45,1,-1,0,1.1,93.994,-36.4,4.858,5191,0,2,5,1,0,1,6,4,1
39,2,3,1,-2.9,92.201,-31.4,0.873,5076.2,1,1,1,0,0,0,1,2,2
26,1,-1,0,-3,92.713,-33,0.715,5023.5,0,2,6,1,0,1,2,4,1
48,2,-1,0,-3.4,92.431,-26.9,0.722,5017.5,9,1,3,1,0,0,8,2,1
27,3,6,1,-1.7,94.027,-38.3,0.899,4991.6,0,1,6,0,0,0,1,2,2
47,2,-1,0,1.4,93.444,-36.1,4.968,5228.1,2,1,6,1,0,0,1,3,1
45,4,-1,0,1.4,94.465,-41.8,4.864,5228.1,9,1,6,0,1,1,4,3,1
45,2,-1,0,-1.1,94.199,-37.5,0.88,4963.6,10,1,3,0,0,0,9,4,1
30,4,-1,0,-1.7,94.055,-39.8,0.72,4991.6,6,1,6,0,0,0,4,1,1
32,2,-1,0,-3,92.713,-33,0.715,5023.5,0,1,3,1,1,0,2,4,1
46,1,-1,0,-1.8,93.876,-40,0.692,5008.7,0,1,6,0,0,0,6,2,1
39,3,-1,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,1,0,0,3,0,1
41,1,6,2,-1.7,94.027,-38.3,0.905,4991.6,0,0,3,1,0,0,1,0,2
30,4,-1,1,-1.8,92.893,-46.2,1.25,5099.1,1,1,5,0,0,0,6,0,0
57,6,-1,0,1.4,93.918,-42.7,4.961,5228.1,1,0,1,0,0,0,3,3,1
29,2,-1,0,-1.8,92.893,-46.2,1.327,5099.1,1,1,1,0,0,0,6,2,1
45,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,2,3,1,0,0,0,2,2
48,3,-1,0,1.4,93.918,-42.7,4.963,5228.1,9,1,2,0,1,0,3,2,1
81,2,-1,0,-1.8,92.893,-46.2,1.354,5099.1,5,1,0,0,0,0,6,1,1
28,2,-1,0,-3.4,92.649,-30.1,0.715,5017.5,0,1,3,0,0,0,7,3,1
66,1,-1,0,-1.7,94.215,-40.3,0.835,4991.6,5,1,3,1,0,0,3,3,1
39,1,-1,0,-3.4,92.431,-26.9,0.72,5017.5,9,2,6,1,0,0,8,0,1
71,1,-1,0,-1.8,93.749,-34.6,0.64,5008.7,5,1,5,0,0,0,0,2,1
35,2,-1,0,1.4,93.918,-42.7,4.961,5228.1,7,0,6,0,1,0,3,3,1
38,1,-1,0,1.4,93.918,-42.7,4.961,5228.1,1,1,0,0,0,0,3,3,1
58,2,-1,0,1.4,94.465,-41.8,4.959,5228.1,1,1,0,1,0,1,4,0,1
36,1,-1,0,-1.8,92.893,-46.2,1.266,5099.1,1,1,0,1,1,0,6,2,1
41,1,-1,0,-1.8,92.893,-46.2,1.334,5099.1,1,1,1,1,0,0,6,4,1
36,1,-1,0,-2.9,92.963,-40.8,1.266,5076.2,9,1,6,1,0,0,4,1,1
37,1,6,4,-1.1,94.767,-50.8,1.044,4963.6,9,2,5,1,0,0,7,4,2
34,2,-1,0,-0.1,93.2,-42,4.076,5195.8,4,0,6,1,1,0,7,2,1
32,2,6,1,-3.4,92.431,-26.9,0.735,5017.5,0,1,6,1,0,0,8,4,2
32,1,-1,0,-0.1,93.2,-42,4.191,5195.8,1,1,3,1,0,1,7,1,1
61,1,-1,1,-1.8,93.749,-34.6,0.638,5008.7,0,1,3,1,0,0,0,3,0
49,2,-1,0,1.1,93.994,-36.4,4.864,5191,1,1,1,1,0,1,6,0,1
45,5,-1,0,-1.8,93.075,-47.1,1.435,5099.1,0,1,6,1,1,0,0,2,1
27,2,-1,0,1.4,93.918,-42.7,4.96,5228.1,0,2,3,0,0,0,3,1,1
23,2,-1,0,-2.9,92.469,-33.6,1.007,5076.2,1,2,3,0,0,0,3,0,1
35,2,-1,2,-2.9,92.201,-31.4,0.854,5076.2,0,1,6,1,0,0,1,4,0
66,2,-1,0,-2.9,92.201,-31.4,0.838,5076.2,5,1,0,1,0,0,1,3,1
65,1,6,3,-1.7,94.027,-38.3,0.904,4991.6,5,1,5,1,0,0,1,3,2
30,1,-1,0,-1.8,93.369,-34.8,0.655,5008.7,1,1,3,1,0,1,5,3,1
53,2,3,2,-1.1,94.199,-37.5,0.877,4963.6,4,0,6,0,0,0,9,3,2
43,12,-1,0,1.1,93.994,-36.4,4.864,5191,1,1,0,0,0,1,6,0,1
60,1,3,1,-1.8,92.893,-46.2,1.266,5099.1,5,1,6,1,0,0,6,3,2
37,1,3,1,-1.1,94.601,-49.5,0.987,4963.6,0,2,3,0,0,1,8,2,2
53,1,-1,0,-1.7,94.055,-39.8,0.754,4991.6,4,0,6,0,0,0,4,1,1
41,2,-1,0,-1.8,93.369,-34.8,0.653,5008.7,0,0,6,1,0,0,5,0,1
37,1,5,2,-1.7,94.215,-40.3,0.881,4991.6,10,2,6,1,1,0,3,4,2
60,4,-1,0,-1.8,93.075,-47.1,1.453,5099.1,5,0,0,0,0,0,0,3,1
51,2,6,4,-1.1,94.767,-50.8,1.049,4963.6,0,0,3,1,1,0,7,3,0
31,1,-1,0,1.4,93.918,-42.7,4.96,5228.1,2,1,1,1,1,0,3,1,1
36,2,-1,0,-1.8,92.893,-46.2,1.327,5099.1,1,2,2,0,1,0,6,2,1
60,1,12,1,-1.8,93.749,-34.6,0.635,5008.7,3,1,0,1,1,0,0,2,2
36,1,3,1,-1.1,94.199,-37.5,0.879,4963.6,10,2,3,1,0,0,9,2,2
36,3,-1,0,-3.4,92.379,-29.8,0.781,5017.5,7,1,3,1,1,0,9,4,1
45,1,-1,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,6,1,1,0,6,3,1
30,2,-1,1,-1.8,92.893,-46.2,1.281,5099.1,0,2,3,0,0,0,6,4,0
37,1,-1,0,-1.7,94.055,-39.8,0.754,4991.6,10,1,6,0,0,1,4,1,1
32,1,-1,0,1.1,93.994,-36.4,4.855,5191,1,1,5,0,0,1,6,2,1
38,1,-1,0,-3.4,92.431,-26.9,0.739,5017.5,9,1,6,0,0,0,8,0,1
44,11,-1,0,1.4,93.918,-42.7,4.961,5228.1,1,2,2,1,0,1,3,3,1
37,2,-1,0,1.4,93.918,-42.7,4.957,5228.1,2,1,2,1,0,0,3,0,1
42,1,3,1,-3.4,92.431,-26.9,0.728,5017.5,4,1,6,0,0,1,8,3,2
50,1,-1,0,-1.8,92.893,-46.2,1.344,5099.1,1,1,0,1,0,0,6,3,1
27,4,-1,1,-2.9,92.201,-31.4,0.879,5076.2,0,2,6,1,0,0,1,4,0
29,2,6,1,-1.1,94.601,-49.5,1.025,4963.6,0,2,3,0,0,1,8,2,2
49,2,-1,1,-2.9,92.201,-31.4,0.883,5076.2,0,1,6,1,0,0,1,3,0
55,7,-1,0,1.4,93.918,-42.7,4.963,5228.1,4,1,6,1,0,0,3,2,1
26,1,-1,1,-1.1,94.199,-37.5,0.879,4963.6,9,2,2,1,0,0,9,2,0
63,1,6,2,-2.9,92.201,-31.4,0.884,5076.2,3,1,0,1,0,1,1,1,0
66,1,6,1,-1.8,93.369,-34.8,0.655,5008.7,5,1,0,1,0,0,5,3,2
29,1,5,2,-1.1,94.601,-49.5,0.972,4963.6,9,1,5,1,0,0,8,0,2
82,1,-1,0,-1.7,94.215,-40.3,0.881,4991.6,3,0,0,0,0,0,3,4,1
46,5,-1,0,-1.8,92.893,-46.2,1.244,5099.1,7,2,5,0,1,0,6,1,1
45,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,2,3,1,0,0,0,2,2
31,3,7,3,-1.8,93.876,-40,0.697,5008.7,9,0,6,0,0,0,6,4,2
39,4,-1,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,1,0,0,1,4,1
62,2,-1,0,-3.4,92.431,-26.9,0.739,5017.5,5,1,6,0,0,0,8,0,1
29,2,-1,0,-1.8,92.843,-50,1.663,5099.1,6,1,6,0,0,0,5,4,1
25,1,-1,0,-1.8,93.075,-47.1,1.445,5099.1,0,2,5,1,0,0,0,4,1
53,2,-1,0,-2.9,92.963,-40.8,1.252,5076.2,3,1,0,1,0,0,4,3,1
26,1,-1,0,-2.9,92.201,-31.4,0.879,5076.2,8,2,2,0,0,1,1,4,1
30,2,-1,0,-1.8,93.075,-47.1,1.483,5099.1,0,1,6,1,1,0,0,2,1
43,1,-1,1,-0.1,93.2,-42,4.12,5195.8,4,1,6,1,1,0,7,4,0
43,2,-1,0,-1.8,92.893,-46.2,1.266,5099.1,7,1,3,1,0,0,6,2,1
60,2,-1,0,-1.8,93.075,-47.1,1.405,5099.1,5,1,0,1,0,0,0,0,1
48,5,-1,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,3,1,0,0,6,0,1
31,7,-1,1,-1.8,92.893,-46.2,1.25,5099.1,9,2,6,1,0,0,6,0,0
22,3,6,1,-3.4,92.431,-26.9,0.73,5017.5,8,2,3,0,0,0,8,0,2
29,1,3,1,-3.4,92.649,-30.1,0.714,5017.5,9,1,6,1,0,0,7,0,2
58,2,3,1,-1.8,93.369,-34.8,0.635,5008.7,7,1,3,0,0,0,5,1,2
32,2,10,3,-1.1,94.199,-37.5,0.884,4963.6,0,2,6,1,0,0,9,2,2
58,1,3,4,-1.8,93.876,-40,0.683,5008.7,4,1,6,0,0,0,6,2,2
26,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,3,1,0,0,0,1,1
22,2,-1,0,-2.9,92.201,-31.4,0.873,5076.2,8,2,3,1,0,0,1,2,1
41,2,-1,0,-2.9,92.963,-40.8,1.262,5076.2,9,1,5,0,0,0,4,3,1
60,1,5,2,-1.8,93.075,-47.1,1.365,5099.1,5,0,5,1,0,0,0,2,0
48,4,-1,0,1.4,93.918,-42.7,4.961,5228.1,0,0,2,0,0,0,3,3,1
39,3,-1,0,1.4,94.465,-41.8,4.958,5228.1,4,2,6,0,0,1,4,1,1
48,1,-1,0,-1.8,92.893,-46.2,1.291,5099.1,4,1,2,1,0,0,6,3,1
34,1,-1,0,-1.1,94.199,-37.5,0.879,4963.6,9,2,6,0,1,1,9,0,1
24,1,-1,0,1.4,94.465,-41.8,4.961,5228.1,7,2,3,0,0,1,4,1,1
31,1,-1,0,-0.1,93.2,-42,4.474,5195.8,1,1,2,1,0,1,7,0,1
62,2,-1,0,-3,92.713,-33,0.714,5023.5,3,1,5,1,0,0,2,0,1
55,2,-1,0,-0.1,93.2,-42,4.153,5195.8,0,1,5,1,1,1,7,3,1
38,1,-1,0,-0.1,93.798,-40.4,4.76,5195.8,2,1,0,0,0,1,8,0,1
35,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,0,1,3,1,0,0,3,0,1
42,1,-1,0,-3.4,92.431,-26.9,0.735,5017.5,1,1,5,0,0,0,8,4,1
49,1,-1,0,1.1,93.994,-36.4,4.859,5191,0,0,3,1,0,1,6,0,1
46,2,-1,0,1.4,93.918,-42.7,4.962,5228.1,4,1,6,0,0,0,3,1,1
38,3,22,1,-1.1,94.199,-37.5,0.879,4963.6,9,2,5,1,0,0,9,2,2
24,2,6,2,-1.1,94.199,-37.5,0.876,4963.6,8,2,3,1,1,0,9,4,2
46,1,-1,0,-0.1,93.2,-42,4.191,5195.8,0,1,6,1,1,0,7,1,1
35,1,6,1,-1.7,94.027,-38.3,0.904,4991.6,10,1,3,1,0,0,1,1,2
66,2,-1,0,-1.7,94.055,-39.8,0.767,4991.6,5,1,0,0,1,0,4,4,1
32,2,-1,0,-1.8,92.843,-50,1.531,5099.1,0,2,6,1,0,0,5,0,1
50,5,-1,0,1.4,93.918,-42.7,4.96,5228.1,9,1,5,0,0,0,3,1,1
31,2,-1,0,-1.8,92.893,-46.2,1.291,5099.1,7,2,3,1,0,0,6,3,1
32,8,-1,0,1.4,93.918,-42.7,4.963,5228.1,0,1,6,1,0,1,3,4,1
55,3,6,3,-1.8,93.369,-34.8,0.652,5008.7,10,0,6,0,0,0,5,3,2
36,7,-1,0,1.4,93.444,-36.1,4.966,5228.1,0,2,6,1,0,0,1,3,1
56,2,-1,0,1.4,93.444,-36.1,4.963,5228.1,5,1,0,0,0,0,1,3,1
37,3,-1,0,-3.4,92.431,-26.9,0.744,5017.5,3,2,6,0,0,0,8,3,1
30,1,-1,0,-3.4,92.649,-30.1,0.714,5017.5,1,2,3,0,0,0,7,1,1
21,2,-1,0,-1.1,94.601,-49.5,1.037,4963.6,8,2,3,0,0,0,8,3,1
41,1,-1,0,1.4,93.444,-36.1,4.966,5228.1,9,1,5,1,0,0,1,3,1
28,3,6,1,-1.1,94.199,-37.5,0.88,4963.6,4,2,6,1,0,0,9,4,2
31,1,-1,0,-1.1,94.767,-50.8,1.05,4963.6,4,1,6,1,0,0,7,1,1
34,1,3,2,-1.7,94.055,-39.8,0.715,4991.6,0,1,6,0,0,0,4,4,2
